Period,Return
2024-01,0.035
2024-02,0.018000000000000002
2024-03,-0.012
2024-04,-0.003
2024-05,-0.011000000000000001
2024-06,0.052000000000000005
2024-07,-0.022000000000000002
2024-08,-0.02
2024-09,0.032
2024-10,0.011000000000000001
2024-11,0.05
2024-12,0.052000000000000005
2025-01,0.055
2025-02,0.004
2025-03,-0.038
2025-04,0.006999999999999999
2025-05,0.037000000000000005
2025-06,0.008
2025-07,0.002
2025-08,-0.008
2025-09,0.032
2025-10,0.015
2025-11,-0.02
2025-12,0.003
2026-01,0.008
2026-02,-0.003
2026-03,0.078
2026-04,-0.011000000000000001
2026-05,-0.004
