Date,Return
2018-11-01,0.024
2018-12-01,0.027999999999999997
2019-01-01,0.0
2019-02-01,0.11
2019-03-01,0.028999999999999998
2019-04-01,0.273
2019-05-01,0.414
2019-06-01,0.008
2019-07-01,-0.064
2019-08-01,-0.051
2019-09-01,-0.07200000000000001
2019-10-01,0.045
2019-11-01,-0.054000000000000006
2019-12-01,-0.038
2020-01-01,0.204
2020-02-01,0.006999999999999999
2020-03-01,-0.036000000000000004
2020-04-01,0.11199999999999999
2020-05-01,0.001
2020-06-01,-0.033
2020-07-01,0.184
2020-08-01,0.05
2020-09-01,-0.046
2020-10-01,0.12300000000000001
2020-11-01,0.309
2020-12-01,0.223
2021-01-01,0.17
2021-02-01,0.239
2021-03-01,-0.003
2021-04-01,0.055
2021-05-01,0.028999999999999998
2021-06-01,-0.10400000000000001
2021-07-01,0.07400000000000001
2021-08-01,0.163
2021-09-01,-0.098
2021-10-01,0.18
2021-11-01,-0.023
2021-12-01,-0.09699999999999999
2022-01-01,0.004
2022-02-01,-0.11
2022-03-01,0.08900000000000001
2022-04-01,-0.066
2022-05-01,0.037000000000000005
2022-06-01,-0.032
2022-07-01,0.071
2022-08-01,-0.052000000000000005
2022-09-01,-0.13
2022-10-01,-0.01
2022-11-01,-0.051
2022-12-01,-0.032
2023-01-01,0.215
2023-02-01,-0.077
2023-03-01,0.042
2023-04-01,-0.033
2023-05-01,-0.04
2023-06-01,0.015
2023-07-01,-0.042
2023-08-01,0.004
2023-09-01,-0.022000000000000002
2023-10-01,0.14300000000000002
2023-11-01,0.096
2023-12-01,0.105
2024-01-01,-0.012
2024-02-01,0.20800000000000002
2024-03-01,0.084
2024-04-01,-0.025
2024-05-01,-0.006
2024-06-01,-0.022000000000000002
2024-07-01,-0.002
2024-08-01,-0.02
2024-09-01,-0.003
2024-10-01,-0.009000000000000001
2024-11-01,0.183
2024-12-01,-0.01
2025-01-01,-0.03
2025-02-01,-0.035
2025-03-01,-0.049
2025-04-01,-0.001
2025-05-01,0.013000000000000001
2025-06-01,-0.022000000000000002
2025-07-01,0.10400000000000001
2025-08-01,0.03
2025-09-01,-0.004
2025-10-01,-0.043
2025-11-01,-0.055999999999999994
2025-12-01,-0.055999999999999994
2026-01-01,0.011000000000000001
2026-02-01,-0.004
2026-03-01,-0.069
2026-04-01,-0.024
